,0,1,2,3,4
0,0.0,0.0,-0.0041351533,-0.0015760902,2.413868
1,0.0044,0.0,-0.0057037347,-0.0046053547,2.4087691
2,0.0088,0.0,-0.0069846436,-0.0074688536,2.40322
3,0.0132,0.0,-0.007990189,-0.010167387,2.3971884
4,0.0176,0.0,-0.008732726,-0.012700701,2.3906412
5,0.022,0.0,-0.009226777,-0.015068204,2.3835473
6,0.0264,0.0,-0.0094885565,-0.017268343,2.3758721
7,0.0308,0.0,-0.00953224,-0.01930106,2.3675792
8,0.0352,0.0,-0.0093747,-0.02116241,2.358638
9,0.0396,0.0,-0.009034315,-0.022852276,2.3490121
10,0.044,0.0,-0.008526855,-0.024368213,2.3386676
11,0.0484,0.0,-0.007871608,-0.025707955,2.3275733
12,0.0528,0.0,-0.007085085,-0.026870975,2.3156931
13,0.0572,0.0,-0.006186835,-0.027855022,2.3029985
14,0.0616,0.0,-0.0051950896,-0.028660187,2.2894592
15,0.066,0.0,-0.0041288175,-0.029287377,2.2750487
16,0.0704,0.0,-0.0030089074,-0.029737694,2.2597404
17,0.0748,0.0,-0.0018534608,-0.030015111,2.2435136
18,0.0792,0.0,-0.0006851514,-0.030125672,2.2263513
19,0.0836,0.0,0.00047520944,-0.030078318,2.208238
20,0.088,0.0,0.0016021951,-0.029885566,2.1891649
21,0.0924,0.0,0.0026740474,-0.029562335,2.1691272
22,0.0968,0.0,0.0036621976,-0.029127412,2.1481268
23,0.1012,0.0,0.0045471527,-0.02860296,2.12617
24,0.1056,0.0,0.005305363,-0.028012037,2.1032684
25,0.11,0.0,0.0059195417,-0.027379269,2.0794408
26,0.1144,0.0,0.006370719,-0.026728699,2.0547118
27,0.1188,0.0,0.006652733,-0.026082821,2.029109
28,0.1232,0.0,0.0067614694,-0.025457285,2.0026686
29,0.1276,0.0,0.006703999,-0.02486598,1.9754275
30,0.132,0.0,0.0064913724,-0.024310848,1.9474282
31,0.1364,0.0,0.006145622,-0.023791598,1.9187174
32,0.1408,0.0,0.0056952075,-0.023295825,1.8893412
33,0.1452,0.0,0.0051740967,-0.022806581,1.8593516
34,0.1496,0.0,0.0046132677,-0.022303045,1.8287975
35,0.154,0.0,0.004051541,-0.021759914,1.7977326
36,0.1584,0.0,0.0035209623,-0.021152113,1.7662128
37,0.1628,0.0,0.0030514584,-0.020459518,1.7342911
38,0.1672,0.0,0.0026608247,-0.019667018,1.7020254
39,0.1716,0.0,0.0023699556,-0.018765854,1.6694747
40,0.176,0.0,0.0021785111,-0.0177577,1.6367006
41,0.1804,0.0,0.002083773,-0.016654322,1.6037666
42,0.1848,0.0,0.0020789055,-0.015476433,1.5707408
43,0.1892,0.0,0.0021440152,-0.014252633,1.5376911
44,0.1936,0.0,0.002263221,-0.013016069,1.5046917
45,0.198,0.0,0.0024106037,-0.011806988,1.4718155
46,0.2024,0.0,0.0025651054,-0.010662085,1.4391382
47,0.2068,0.0,0.0027067997,-0.009619499,1.406735
48,0.2112,0.0,0.0028185844,-0.008706626,1.3746814
49,0.2156,0.0,0.0028871684,-0.007946012,1.3430481
50,0.22,0.0,0.0029082291,-0.0073485407,1.3119042
51,0.2244,0.0,0.0028794163,-0.0069121965,1.2813146
52,0.2288,0.0,0.0028085182,-0.0066231354,1.251338
53,0.2332,0.0,0.0027063114,-0.0064582457,1.2220252
54,0.2376,0.0,0.0025831233,-0.0063778893,1.193422
55,0.242,0.0,0.0024579659,-0.0063405624,1.1655661
56,0.2464,0.0,0.0023491778,-0.006299279,1.1384887
57,0.2508,0.0,0.002273905,-0.006207134,1.1122131
58,0.2552,0.0,0.0022486334,-0.006025561,1.0867575
59,0.2596,0.0,0.0022881876,-0.005725353,1.062133
60,0.264,0.0,0.0024071746,-0.005292203,1.0383452
61,0.2684,0.0,0.0026095575,-0.004729416,1.0153954
62,0.2728,0.0,0.0029057392,-0.0040606293,0.9932824
63,0.2772,0.0,0.0032866292,-0.0033201142,0.9719964
64,0.2816,0.0,0.0037554281,-0.0025613946,0.95152986
65,0.286,0.0,0.004297377,-0.0018353628,0.93186986
66,0.2904,0.0,0.0049032057,-0.0011977674,0.91300166
67,0.2948,0.0,0.0055481438,-0.0006914446,0.8949076
68,0.2992,0.0,0.006215934,-0.00035070913,0.8775728
69,0.3036,0.0,0.0068799215,-0.00018434822,0.86097723
70,0.308,0.0,0.0075143985,-0.00019159343,0.84510326
71,0.3124,0.0,0.008095089,-0.000347761,0.8299316
72,0.3168,0.0,0.0085958475,-0.0006191011,0.8154433
73,0.3212,0.0,0.008998416,-0.000959577,0.8016184
74,0.3256,0.0,0.009284378,-0.001324629,0.7884372
75,0.33,0.0,0.009446492,-0.0016672278,0.77587914
76,0.3344,0.0,0.009479131,-0.0019476372,0.7639219
77,0.3388,0.0,0.009387924,-0.0021367294,0.7525434
78,0.3432,0.0,0.009177365,-0.002214666,0.7417175
79,0.3476,0.0,0.0088622235,-0.0021715234,0.7314191
80,0.352,0.0,0.008462722,-0.0020095024,0.72162014
81,0.3564,0.0,0.0079915235,-0.0017353772,0.71229136
82,0.3608,0.0,0.0074721216,-0.001364615,0.70340204
83,0.3652,0.0,0.006920169,-0.0009158022,0.6949212
84,0.3696,0.0,0.0063550933,-0.00040845663,0.6868171
85,0.374,0.0,0.0057884,0.00013495692,0.6790586
86,0.3784,0.0,0.0052322345,0.0006978706,0.67161286
87,0.3828,0.0,0.004698648,0.0012608081,0.6644519
88,0.3872,0.0,0.0041883695,0.001807386,0.6575452
