0.6204722,1.0,0.06342117
0.58187306,1.0,0.30462345
0.7898494,1.0,0.6305908
0.1415549,1.0,0.9243833
0.39512157,1.0,0.5153923
0.67947763,1.0,0.973167
0.7039579,1.0,0.39140385
0.79776925,1.0,0.6069305
0.71558535,1.0,0.5623709
0.7487669,1.0,0.21611054
0.99448395,1.0,0.61097896
0.07831261,1.0,0.85466367
0.9417529,1.0,0.6596538
0.60772806,1.0,0.46668997
0.15780638,1.0,0.4728914
0.37621996,1.0,0.82538867
0.4814327,1.0,0.31264827
0.6687727,1.0,0.9011432
0.14818779,1.0,0.87419164
0.13179232,1.0,0.07760034
0.61480594,1.0,0.33949277
0.6153468,1.0,0.0712939
0.17157178,1.0,0.24304782
0.5284799,1.0,0.11037275
0.8657521,1.0,0.8840645
0.9724631,1.0,0.13531779
0.32450208,1.0,0.7574631
0.2414242,1.0,0.8334908
0.7122077,1.0,0.91260153
0.26864108,1.0,0.85513186
0.87484956,1.0,0.29568762
0.72309107,1.0,0.4169255
0.44438687,1.0,0.9624606
0.72850484,1.0,0.14736107
0.28508294,1.0,0.013005575
0.29693368,1.0,0.38397405
0.7074721,1.0,0.9933378
0.5780792,1.0,0.9699002
0.69664335,1.0,0.0036599697
0.8773435,1.0,0.24639323
0.803147,1.0,0.44348508
0.91056776,1.0,0.23650439
0.45404682,1.0,0.4148181
0.5654892,1.0,0.68786716
0.007993292,1.0,0.66951275
0.35612136,1.0,0.6518601
0.36924613,1.0,0.52586645
0.11070462,1.0,0.87636703
0.35274366,1.0,0.62511635
0.04757117,1.0,0.8486286
0.2475134,1.0,0.21003476
0.40685079,1.0,0.25621027
0.5555804,1.0,0.89424825
0.46399146,1.0,0.090442464
0.21409008,1.0,0.790369
0.6845269,1.0,0.779343
0.94718736,1.0,0.34050736
0.053037725,1.0,0.16012709
0.18114398,1.0,0.27593258
0.7399332,1.0,0.7291093
0.781118,1.0,0.79761547
0.34303215,1.0,0.32948557
0.98820436,1.0,0.69146603
0.8267668,1.0,0.7602815
0.95256996,1.0,0.84455466
0.095979914,1.0,0.39588556
0.0929895,1.0,0.19401836
0.67252624,1.0,0.6750542
0.38446024,1.0,0.5027032
0.51635414,1.0,0.9350727
0.9958616,1.0,0.9067908
0.69315916,1.0,0.8181007
0.92275953,1.0,0.10414369
0.8618823,1.0,0.74493
0.58928245,1.0,0.58251566
0.6384837,1.0,0.7894557
0.42425567,1.0,0.44646797
0.4328503,1.0,0.9192609
0.28020388,1.0,0.95198274
0.83487195,1.0,0.9251439
0.25454134,1.0,0.77481085
0.43995026,1.0,0.31948608
0.39097622,1.0,0.86493635
0.5125815,1.0,0.30829993
0.5480586,1.0,0.6022913
0.41926506,1.0,0.5241799
0.32674605,1.0,0.22471455
0.5979289,1.0,0.04523225
0.4751797,1.0,0.3532598
0.8530671,1.0,0.71175456
0.82138693,1.0,0.059041988
0.15059797,1.0,0.7454175
0.7600568,1.0,0.45433536
0.04228035,1.0,0.027623782
0.27316764,1.0,0.15380393
0.11993443,1.0,0.9467413
0.4718779,1.0,0.13431552
0.5081872,1.0,0.55007195
0.49607912,1.0,0.700456
0.3093867,1.0,0.57522655
0.37046838,1.0,0.3769655
0.8899986,1.0,0.50987923
0.018540364,1.0,0.76824605
0.52012676,1.0,0.66375434
0.6436753,1.0,0.08484792
0.10194339,1.0,0.16818205
0.9762007,1.0,0.1890406
0.26336068,1.0,0.20159002
0.16261366,1.0,0.49542674
0.8962367,1.0,0.20713554
0.96629125,1.0,0.81475204
0.95811045,1.0,0.089474134
0.73353124,1.0,0.34580404
0.77687436,1.0,0.371326
0.29322585,1.0,0.72042054
0.48518676,1.0,0.9867283
0.31620926,1.0,0.48680094
