0.86402184,0.92386186,0.14702758
0.750474,0.81755376,0.25661445
0.0069069783,0.9240533,0.26846597
0.8257388,0.88374764,0.4419131
0.9700412,0.10364459,0.068726756
0.6419572,0.6518651,0.43664515
0.44217333,0.0011803461,0.5528081
0.086624235,0.08848228,0.4099563
0.58911324,0.95833325,0.49654365
0.3058811,0.2990288,0.7626343
0.59759873,0.5292766,0.9662871
0.658814,0.31078428,0.3653954
0.06490481,0.93625146,0.03455459
0.5042222,0.74766374,0.82336795
0.92978424,0.2605394,0.02199473
0.9408032,0.8048266,0.063375525
0.35839084,0.48377684,0.86577755
0.81958354,0.09459042,0.748295
0.97644633,0.9263501,0.022281658
0.99952203,0.70855916,0.623034
0.56198514,0.09392316,0.5561743
0.19017994,0.061303798,0.7787661
0.6725937,0.32904488,0.18970789
0.089951076,0.17907803,0.8544541
0.6527175,0.67417336,0.6204039
0.3188042,0.15805073,0.43536767
0.023936687,0.011106171,0.20466542
0.91717166,0.02661153,0.96689653
0.5297585,0.116401665,0.9548646
0.25962695,0.8294772,0.9092429
0.4565487,0.101753496,0.53800225
0.6732302,0.20101912,0.49536982
0.7482139,0.97755706,0.59827924
0.5416002,0.6170311,0.40018743
0.9036192,0.11080202,0.5048205
0.72841865,0.4508549,0.78727186
0.7425666,0.50682056,0.29585683
0.5377667,0.9147942,0.93210864
0.99204314,0.50798994,0.44508135
0.64891565,0.49259067,0.12953329
0.6567874,0.2161128,0.2975533
0.44197735,0.31195083,0.688218
0.41499922,0.27053162,0.19389942
6.8602785e-05,0.15134327,0.31906813
0.10071309,0.39997444,0.5463081
0.27749455,0.9495437,0.7950938
0.054470774,0.21120477,0.32842758
0.5413035,0.4965996,0.10655034
0.19387737,0.77565813,0.8415206
0.11711597,0.20263825,0.49769855
0.29034466,0.61110294,0.7900961
0.026745487,0.26046568,0.9924291
0.3429338,0.20929687,0.25755325
0.087307714,0.75934315,0.47883123
0.64707196,0.23513788,0.16726302
0.7483934,0.69693744,0.44505122
0.3884039,0.7132937,0.07448198
0.24808717,0.6540313,0.036357448
0.8751566,0.50012577,0.024970498
0.3089254,0.7978423,0.88778037
0.59754044,0.36132103,0.9025721
0.6451943,0.9555163,0.42884704
0.20344292,0.13066366,0.9587951
0.2923764,0.13758336,0.7607948
0.10044039,0.67835003,0.2576757
0.0918338,0.18506686,0.59543484
0.563727,0.08264265,0.9613783
0.3138125,0.19370271,0.45457575
0.9164169,0.46928966,0.87418854
0.8327834,0.8345148,0.14205997
0.33861578,0.75033176,0.8249214
0.56354195,0.46176848,0.61074597
